Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
55.92750811576843	0	-363.26056	182.7789	119.87671	-837.2257	106.6622340425532	28.913669360012364	40105	40105
119.87984919548035	1	-267.1305	149.62079	149.86966	-651.11896	108.77989130434783	30.07125465473505	40031	80136
158.36606001853943	2	-217.51678	133.34369	163.16447	-587.3192	109.76164383561644	29.643464155877904	40063	120199
202.2314691543579	3	-170.54543	100.19325	249.27876	-646.97626	107.94070080862534	65.79869437700957	40046	160245
240.70620322227478	4	-159.93016	96.258606	143.44002	-419.8919	104.7023498694517	47.64797119467916	40101	200346
281.5178601741791	5	-154.43477	88.30957	230.58804	-415.79657	110.12362637362638	56.48843693826672	40085	240431
322.0607399940491	6	-148.15294	87.26625	172.14093	-484.53162	109.72876712328767	54.98941736159501	40051	280482
363.58780312538147	7	-136.02292	79.71547	197.89189	-378.64374	110.86426592797784	44.77689689928594	40022	320504
402.9453852176666	8	-119.0073	87.54303	201.57849	-378.8426	113.81818181818181	46.80673403731208	40064	360568
447.2800521850586	9	-100.57654	95.185974	195.66237	-342.01447	129.04501607717043	77.63173369471203	40133	400701
495.44934701919556	10	-81.19411	106.24175	231.45305	-364.73273	138.15807560137458	93.56010855299331	40204	440905
544.757285118103	11	-70.02318	103.83842	217.47864	-324.06894	146.22262773722628	73.90854033669476	40065	480970
613.0548322200775	12	-56.55856	108.92802	260.77728	-266.4521	168.3361344537815	111.33032666563824	40064	521034
660.838781118393	13	-38.963673	110.713295	212.4118	-275.826	174.8995633187773	86.09694672645	40052	561086
730.7917969226837	14	-30.348158	118.47442	219.25941	-284.34863	231.78034682080926	186.42920293301182	40098	601184
819.1868181228638	15	-38.04981	124.00108	223.81805	-335.03265	242.9939393939394	165.8680562509888	40094	641278
914.8584411144257	16	-47.31854	128.74802	218.08313	-274.85583	343.44444444444446	242.2755528211149	40183	681461
1039.5072100162506	17	-16.5106	132.9819	229.05975	-288.129	415.4329896907216	297.50508640602015	40297	721758
1149.0264420509338	18	-28.600399	144.48546	217.78716	-366.34155	381.1981132075472	225.8378705399626	40407	762165
1267.8769481182098	19	-0.32823798	145.67413	228.15985	-292.4904	451.2247191011236	287.1389184525317	40159	802324
1388.1655962467194	20	-9.6750765	143.62619	247.44577	-330.56555	577.1285714285714	289.28176681610074	40399	842723
1505.7672770023346	21	-0.40907434	133.87119	232.47443	-415.0502	556.3835616438356	320.5656657085258	40616	883339
1648.5530531406403	22	43.76633	124.264465	231.03905	-290.54813	579.3571428571429	281.4676350698899	40555	923894
1806.0338110923767	23	14.087541	135.91118	214.84178	-368.71255	602.179104477612	297.4878863894322	40346	964240
1954.388948917389	24	57.712708	115.50271	237.28235	-153.65248	537.6133333333333	306.07994133704494	40321	1004561
2070.9346442222595	25	73.93321	108.21139	242.85648	-123.45595	467.2325581395349	279.03991022451805	40182	1044743
2187.516813993454	26	94.669044	105.867744	220.85892	-118.70221	445.7111111111111	259.41752037312983	40114	1084857
2287.9145221710205	27	104.47731	106.23576	257.02487	-113.96806	385.5576923076923	238.02806989137437	40098	1124955
2383.3914291858673	28	119.17554	90.188156	243.71664	-102.53191	359.49107142857144	219.52285902512824	40263	1165218
2453.611853122711	29	123.25595	102.67349	242.28473	-195.57233	273.2108843537415	130.1355771991634	40162	1205380
2552.5246839523315	30	138.73456	83.81268	241.70872	-104.67328	313.046875	221.70232221998572	40070	1245450
2628.327726125717	31	127.56633	99.77729	240.13168	-102.28986	258.09032258064514	135.51475899822702	40004	1285454
2703.799156188965	32	143.6935	81.329834	246.15094	-75.66985	253.5379746835443	144.84162612726092	40059	1325513
2779.2222690582275	33	133.87903	97.72513	251.95409	-192.20218	236.00588235294117	121.28389142148723	40121	1365634
2849.0243740081787	34	127.29239	100.11606	240.32133	-109.47737	212.13227513227514	116.49474164670141	40093	1405727
2921.1284170150757	35	140.33392	94.87112	244.57079	-108.52301	229.14857142857142	164.57314721324823	40101	1445828
2978.72527718544	36	121.58111	102.48029	248.87811	-133.49835	206.74742268041237	151.8483478368471	40109	1485937
3041.1022090911865	37	132.89601	96.65339	242.34482	-141.88712	194.5873786407767	109.570164760987	40085	1526022
3095.7648479938507	38	132.85272	102.26578	251.9162	-145.04593	200.98	98.76993267184098	40196	1566218
3156.697030067444	39	141.32344	92.35819	264.25522	-144.22398	201.42713567839195	107.36722999931268	40084	1606302
3220.6268060207367	40	154.10556	78.099144	242.24396	-104.68364	198.66336633663366	75.31429554487151	40130	1646432
3275.9901070594788	41	174.18639	65.87653	251.51367	-97.96246	200.3	42.7244660586882	40060	1686492
3334.3810679912567	42	176.8831	55.73439	257.5926	-102.506355	207.44041450777203	92.69112909712388	40036	1726528
3388.4233021736145	43	163.7299	79.303185	259.40002	-135.9162	200.45273631840797	53.99114544112673	40291	1766819
3450.49635720253	44	167.09859	76.959816	250.62866	-105.03969	197.95073891625617	75.74605965752407	40184	1807003
3506.282769203186	45	159.68013	84.11082	256.03674	-251.52194	191.72727272727272	76.31361428407037	40071	1847074
3565.82505607605	46	166.9867	74.52053	249.33177	-131.34457	199.25870646766168	89.6482498036305	40051	1887125
3619.484927892685	47	170.45409	74.265724	255.13033	-240.54338	189.84834123222748	65.34324779802051	40058	1927183
3671.581305027008	48	178.91568	63.95206	251.03076	-104.732	189.4245283018868	61.657904069238874	40158	1967341
3731.2109200954437	49	181.16586	55.29866	257.15387	-74.12002	204.8826530612245	89.72373417660413	40157	2007498
3787.3318481445312	50	177.81339	61.67842	252.31143	-127.77361	198.1980198019802	59.53001070297768	40036	2047534
3834.0475640296936	51	177.54065	61.70511	258.46225	-173.64815	186.43720930232558	30.7405423024581	40084	2087618
3883.109458208084	52	188.24051	34.990635	251.56732	-49.42556	183.00456621004565	31.72419639146077	40078	2127696
3930.6747670173645	53	176.22049	63.831364	254.93951	-307.45715	174.27826086956523	26.419705368494064	40084	2167780
3990.5393471717834	54	173.23936	67.02568	253.62207	-116.86072	180.9099099099099	77.498857829369	40162	2207942
4048.1584889888763	55	172.05176	62.632607	245.94376	-122.13967	192.6971153846154	131.59337716905026	40081	2248023
4114.634150028229	56	162.9762	83.38054	256.34558	-255.86778	190.1563981042654	140.5034589792387	40123	2288146
4167.79542016983	57	169.86719	78.61706	261.28693	-254.95305	173.52380952380952	99.37248173285835	40084	2328230
4219.716366052628	58	179.03897	68.219795	261.95938	-280.3773	169.9163179916318	63.95069774514857	40610	2368840
4280.708505153656	59	177.74693	68.48908	272.4265	-142.63704	165.9090909090909	28.033333169550875	40150	2408990
4334.478147983551	60	187.9805	59.11481	261.8083	-183.22923	164.63114754098362	22.144347915095377	40170	2449160
4386.463084936142	61	179.7849	72.28795	256.53287	-262.90482	161.3951612903226	26.507703855363687	40026	2489186
4436.296243190765	62	181.20012	70.75481	257.19382	-325.472	163.84081632653061	22.56318039500843	40141	2529327
4490.46018409729	63	181.46474	73.45472	264.67316	-343.02863	165.34156378600824	31.67716851238413	40178	2569505
