Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
9.066196918487549	0	-168.38052915238654	-9.153488232963403	64.53012729440688	-36.09155164375963	-351.55879925599714	20.0	0.0	1020	10020	-180.37995169947038	-10.208578469610176
16.91434597969055	1	-178.18941137417553	-9.680513438135998	67.27722421882243	-31.180697952340154	-363.09175271491813	20.0	0.0	1020	20040	-166.80360680153876	-8.799432797998744
24.073892831802368	2	-172.89966667663452	-9.631787360804411	65.86961499546136	-36.22517368561383	-360.9251176994675	20.0	0.0	1020	30060	-172.83053585435204	-8.978823070723804
31.23493194580078	3	-164.15089987402814	-8.683776382698685	66.58322251012265	-32.26889662955456	-377.85731041759504	20.0	0.0	1020	40080	-177.74899887632705	-9.855112576804814
38.53844094276428	4	-166.44521654442602	-8.961728848235188	68.62160969555475	-24.1935860297809	-368.10053807257003	20.0	0.0	1020	50100	-182.15412308612716	-9.481832864470435
45.67117881774902	5	-164.73212570915487	-8.676030559271716	64.01572215811831	-27.681108079744053	-350.93112023906474	20.0	0.0	1020	60120	-161.8895280012939	-7.813577597133402
52.85658001899719	6	-174.99414359867933	-9.057624054691141	71.33697482246367	-36.68693846465683	-404.0597812582889	20.0	0.0	1020	70140	-145.87308960108408	-7.205765802722592
60.26281785964966	7	-166.04047627150047	-8.494613263359266	59.67350106645943	-32.705095744364215	-357.4206035173003	20.0	0.0	1020	80160	-180.1239557532475	-9.119949056584616
67.43247103691101	8	-162.98752271613253	-8.339539708962219	64.95977192764086	-28.57739931552963	-396.2662008339384	20.0	0.0	1020	90180	-172.30817273357724	-9.168767370344169
74.6212739944458	9	-158.50182838290894	-8.010388651221147	66.07437108340952	-19.6336818955346	-328.59904902156404	20.0	0.0	1020	100200	-167.39831913106417	-8.802571219979107
81.8051528930664	10	-160.76340609576872	-7.987741305270935	63.25845246386862	-27.75852609339872	-349.81464752050834	20.0	0.0	1020	110220	-157.44245773822757	-8.200489806936389
89.10043287277222	11	-165.8272126286431	-8.390368487488054	61.426669003978226	-39.08703128798648	-375.25262786521165	20.0	0.0	1020	120240	-139.3594939483583	-7.3655071562825585
96.32931280136108	12	-158.68880071202534	-8.023465655199656	65.02881818356629	-28.362381280146934	-385.2459269820007	20.0	0.0	1020	130260	-153.20789258288772	-7.492406185624442
103.42559289932251	13	-152.42951150037857	-7.617372887413738	66.6210112707262	-19.021696717341587	-344.6005327058881	20.0	0.0	1020	140280	-160.01184419623945	-8.043483251685712
110.64308094978333	14	-159.53540726030084	-7.982811955186706	66.25401320842897	-29.231413902242053	-351.319175845316	20.0	0.0	1020	150300	-161.2321541000479	-8.10103243653492
117.85329508781433	15	-151.52447901855996	-7.4695433367184805	63.05603786633263	-30.122399631773938	-349.75963524098984	20.0	0.0	1020	160320	-160.8800748917886	-7.709945973308911
125.10588002204895	16	-162.42095090347047	-8.07209424314141	64.6071184311307	-28.205349004676158	-335.9394418257168	20.0	0.0	1020	170340	-151.04140305111792	-7.597810403250772
132.22228980064392	17	-158.5659509319432	-7.884110728544952	62.757860188118016	-17.777894109736657	-381.979554163484	20.0	0.0	1020	180360	-162.1976513430195	-7.859739910148109
139.40331268310547	18	-151.43919328547298	-7.505885488037222	64.33365647995792	-14.804386250895076	-356.598541746936	20.0	0.0	1020	190380	-159.0252868629366	-7.647159153390779
146.67434000968933	19	-148.23532808400714	-7.199947946481776	62.93069765393826	-18.941381756320624	-344.2090105284589	20.0	0.0	1020	200400	-138.29115464901324	-6.533561241600535
157.51400589942932	20	-153.03042122933914	-7.635232584527384	66.01859251275027	-16.383829616876877	-327.3624125880121	20.0	0.0	1020	210420	-149.49913361955143	-6.981942979093952
168.06622099876404	21	-153.37586686208317	-7.58134668401678	69.74883270363857	-18.926858417915916	-385.39862990455936	20.0	0.0	1020	220440	-170.35465168763722	-8.459194440350865
177.3403036594391	22	-159.71748220265735	-7.8428651741453	68.30638944410707	-16.590280000532914	-419.43896883138416	20.0	0.0	1020	230460	-172.52650136652258	-8.379568563557498
186.1969599723816	23	-153.09275924712122	-7.579181453333202	65.76287678940572	-14.953101108370312	-400.6649382452393	20.0	0.0	1020	240480	-147.121882609532	-6.919847070418126
194.61014080047607	24	-151.2128067420161	-7.36199658089325	66.53596900748879	-17.200918741855066	-358.6309808298152	20.0	0.0	1020	250500	-169.25527558048412	-7.979148601587398
203.6110429763794	25	-153.61773617093291	-7.481307298570344	70.9334492330712	-12.988943249826786	-378.00653248185995	20.0	0.0	1020	260520	-167.06103158042325	-8.385146179124195
211.69861483573914	26	-146.01720254036078	-7.1452676263714885	67.39849530484946	-17.75251900298373	-390.3856526419163	20.0	0.0	1020	270540	-159.61186655858413	-7.171261348564112
219.56108283996582	27	-148.96597247501427	-7.259454911481241	66.60046780429488	-12.087213787572166	-377.49799899900086	20.0	0.0	1020	280560	-161.10542164040106	-7.80705269422985
227.4803009033203	28	-159.57373684498927	-7.644696548198577	66.65534395130749	-32.38658212466244	-413.6226507217037	20.0	0.0	1020	290580	-135.7806777674739	-6.953232052986459
234.80135798454285	29	-149.56837000080975	-7.276824795631279	65.77858495134245	-13.131738476999358	-356.78051049397936	20.0	0.0	1020	300600	-160.74509845088483	-8.06892985351812
242.41437792778015	30	-155.87434557712598	-7.622282754502008	72.5833618902715	-11.834602645379139	-408.6641681295142	20.0	0.0	1020	310620	-176.86297348368385	-8.865732921390855
