Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
8.212316989898682	0	16.242718	7.813522	61.0	8.0	16.24271844660194	7.813521620763502	5019	5019
15.186859130859375	1	22.68919	11.081914	71.0	8.0	22.68918918918919	11.081913284505006	5037	10056
22.25782299041748	2	39.54331	22.051392	131.0	9.0	39.54330708661417	22.05139162338162	5022	15078
29.158519983291626	3	49.643566	23.64824	115.0	15.0	49.64356435643565	23.648240743566113	5014	20092
36.42718291282654	4	61.890244	26.799164	130.0	22.0	61.890243902439025	26.799165484623188	5075	25167
45.94395184516907	5	75.22388	35.932697	186.0	24.0	75.22388059701493	35.932698655989654	5040	30207
53.461426973342896	6	84.79661	23.840416	161.0	36.0	84.79661016949153	23.840415521501775	5003	35210
60.733705043792725	7	88.333336	33.825836	189.0	29.0	88.33333333333333	33.82583531123694	5035	40245
69.01761603355408	8	103.0	33.686428	200.0	50.0	103.0	33.68642916968318	5047	45292
75.52058601379395	9	122.82927	42.331966	200.0	50.0	122.82926829268293	42.33196476574196	5036	50328
83.403568983078	10	161.34375	32.936123	200.0	80.0	161.34375	32.93612129467433	5163	55491
90.35284805297852	11	185.55556	24.694178	200.0	110.0	185.55555555555554	24.69417885121517	5010	60501
97.9396550655365	12	182.03572	28.576317	200.0	106.0	182.03571428571428	28.576316546170517	5097	65598
105.96960210800171	13	177.82759	29.114601	200.0	105.0	177.82758620689654	29.1145999226567	5157	70755
111.79350996017456	14	170.43333	34.02223	200.0	105.0	170.43333333333334	34.0222312939969	5113	75868
116.31236004829407	15	171.46666	32.914772	200.0	103.0	171.46666666666667	32.91477209737631	5144	81012
120.81459403038025	16	181.60715	27.4907	200.0	92.0	181.60714285714286	27.49069879810558	5085	86097
125.20984411239624	17	180.89285	33.897263	200.0	85.0	180.89285714285714	33.897259987997224	5065	91162
129.3182830810547	18	184.14285	29.227818	200.0	84.0	184.14285714285714	29.227817334218596	5156	96318
133.51063799858093	19	192.6923	20.078249	200.0	98.0	192.69230769230768	20.078249293067266	5010	101328
137.73219323158264	20	197.07692	10.141018	200.0	160.0	197.07692307692307	10.141017537031997	5124	106452
141.90856790542603	21	195.07692	14.427334	200.0	141.0	195.07692307692307	14.427332705461632	5072	111524
146.20500493049622	22	200.0	0.0	200.0	200.0	200.0	0.0	5200	116724
151.15281796455383	23	200.0	0.0	200.0	200.0	200.0	0.0	5200	121924
156.5240879058838	24	199.15384	4.2307696	200.0	178.0	199.15384615384616	4.230769230769231	5178	127102
162.8601109981537	25	200.0	0.0	200.0	200.0	200.0	0.0	5200	132302
168.49686312675476	26	198.0	10.0	200.0	148.0	198.0	10.0	5148	137450
172.86617612838745	27	200.0	0.0	200.0	200.0	200.0	0.0	5200	142650
177.2512469291687	28	200.0	0.0	200.0	200.0	200.0	0.0	5200	147850
184.16379714012146	29	200.0	0.0	200.0	200.0	200.0	0.0	5200	153050
189.19519805908203	30	200.0	0.0	200.0	200.0	200.0	0.0	5200	158250
195.4608678817749	31	200.0	0.0	200.0	200.0	200.0	0.0	5200	163450
200.4341881275177	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	168650
205.45458316802979	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	173850
209.61801886558533	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	179050
214.26601815223694	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	184250
218.23880195617676	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	189450
223.14490818977356	37	199.5	2.5	200.0	187.0	199.5	2.5	5187	194637
227.61387991905212	38	198.84616	5.769231	200.0	170.0	198.84615384615384	5.769230769230769	5170	199807
232.12232518196106	39	194.65384	17.499325	200.0	122.0	194.65384615384616	17.49932374010341	5061	204868
238.33315896987915	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	210068
242.16782188415527	41	194.42308	15.598749	200.0	131.0	194.42307692307693	15.598750139583613	5055	215123
246.1993110179901	42	192.38461	17.204823	200.0	127.0	192.3846153846154	17.204822497188495	5002	220125
250.5220968723297	43	187.2963	27.809958	200.0	107.0	187.2962962962963	27.809956669982117	5057	225182
254.046452999115	44	190.74074	23.818129	200.0	105.0	190.74074074074073	23.818126605735785	5150	230332
258.9378352165222	45	191.92592	16.959486	200.0	137.0	191.92592592592592	16.95948533007944	5182	235514
263.34356212615967	46	194.11539	16.694834	200.0	123.0	194.1153846153846	16.694833201362083	5047	240561
267.2813329696655	47	191.81482	22.82305	200.0	122.0	191.8148148148148	22.82305046160819	5179	245740
271.63918900489807	48	196.8077	15.961539	200.0	117.0	196.80769230769232	15.96153846153846	5117	250857
275.6814570426941	49	198.6923	6.5384617	200.0	166.0	198.69230769230768	6.53846153846154	5166	256023
279.1792359352112	50	198.3077	8.461538	200.0	156.0	198.30769230769232	8.461538461538462	5156	261179
283.13759303092957	51	196.26923	18.653847	200.0	103.0	196.26923076923077	18.653846153846153	5103	266282
287.2475390434265	52	200.0	0.0	200.0	200.0	200.0	0.0	5200	271482
290.9630711078644	53	199.46153	2.3242993	200.0	188.0	199.46153846153845	2.3242992199597112	5186	276668
294.73149490356445	54	200.0	0.0	200.0	200.0	200.0	0.0	5200	281868
298.4283449649811	55	200.0	0.0	200.0	200.0	200.0	0.0	5200	287068
301.90797901153564	56	196.8077	15.961539	200.0	117.0	196.80769230769232	15.96153846153846	5117	292185
305.8129780292511	57	200.0	0.0	200.0	200.0	200.0	0.0	5200	297385
