Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
19.18939709663391	0	-177.5887775955664	-9.5075509340996	63.315897410143926	-38.68439948381165	-351.8205800641885	20.0	0.0	1100	10100	-152.66781370378087	-8.066362083058914
32.624889850616455	1	-170.030595845544	-9.372811460029231	67.61664412866502	-38.76876051762716	-364.4085623336703	20.0	0.0	1100	20200	-172.4673134265906	-9.459926630509681
42.52434492111206	2	-172.03060179424128	-9.11519054309678	64.68888966798369	-27.008762026310816	-360.0199954037971	20.0	0.0	1100	30300	-202.23371251963172	-10.85193698108111
52.209717988967896	3	-174.69490143717582	-9.494762710192216	66.79578017183013	-41.90604837000155	-340.7185808910601	20.0	0.0	1100	40400	-164.43552635422	-8.66532998374018
63.558866024017334	4	-163.96008434470775	-8.714560786452752	65.13584009703658	-23.029474786521867	-381.7069130595304	20.0	0.0	1100	50500	-164.7548888157443	-8.681191186613257
72.99324297904968	5	-157.0062592372086	-8.22636698959191	63.900784694852014	-26.245580274467994	-341.1659561755982	20.0	0.0	1100	60600	-178.37938970265878	-9.611063372480986
82.43656206130981	6	-157.80550252424328	-8.254397221103408	72.57225596785088	-25.57743165600597	-393.6464295647318	20.0	0.0	1100	70700	-185.3875906402453	-9.932967628326638
91.83012890815735	7	-156.51796584210064	-8.10697878203166	71.3399639428175	-39.89230505325441	-440.45586314773186	20.0	0.0	1100	80800	-140.00609679658507	-7.807595486295738
101.33641409873962	8	-164.39111207277134	-8.645598199556252	72.55745911916863	-31.46055448395031	-402.78140330865585	20.0	0.0	1100	90900	-172.01681123671565	-8.769380496860293
110.75490498542786	9	-166.9938972087506	-8.76195560501692	66.63974509684489	-22.12589123063927	-382.25528752919365	20.0	0.0	1100	101000	-167.8409104755887	-8.328698282471159
120.45893406867981	10	-153.31510927381728	-7.870385716322925	73.29662781251007	-23.924876969154525	-415.70967225034286	20.0	0.0	1100	111100	-174.9623547214256	-8.86060494940177
130.12325501441956	11	-163.15708563028616	-8.459230857089434	74.09026619721564	-23.014925496245812	-370.1956723141519	20.0	0.0	1100	121200	-181.9707106580308	-8.701629769231687
140.98093390464783	12	-159.67312516132137	-7.912475219159842	71.53717422157897	-27.37759223949517	-384.10926352666985	20.0	0.0	1100	131300	-137.44476702901687	-7.259275861362313
150.51749682426453	13	-157.4299504937323	-8.188741618815037	72.0234602142051	-28.246241268971197	-388.26934388353305	20.0	0.0	1100	141400	-183.66112939369876	-9.02546235256314
160.0764081478119	14	-162.94660847874275	-8.407281645408146	70.64063189308996	-25.717901044708892	-446.1640631303919	20.0	0.0	1100	151500	-177.1332314875252	-9.326915217802373
169.45643305778503	15	-156.57646102427898	-8.194759482358442	75.4878701421473	-21.96005085852474	-441.50228232684174	20.0	0.0	1100	161600	-161.7458803675073	-8.854845479159945
178.80810499191284	16	-148.9954803088821	-7.653506783103415	78.52212104547796	-15.716304968782746	-472.42792961870674	20.0	0.0	1100	171700	-186.88801082742538	-9.881863630864816
188.26505494117737	17	-170.72298835229222	-8.806358333552732	74.84374196760598	-32.63197519504686	-420.17232538344985	20.0	0.0	1100	181800	-155.65078760698205	-7.957700945044493
197.62873601913452	18	-163.50173899165958	-8.324928387381522	82.97929678926289	-17.565900308441986	-463.07535936106274	20.0	0.0	1100	191900	-148.69798426265362	-8.020311101737557
207.111426115036	19	-168.656711719582	-8.406164373320008	80.65077165273979	-22.682909497623896	-424.8851996304573	20.0	0.0	1100	202000	-154.32759914585748	-8.156403745279023
216.5146520137787	20	-169.6777446969582	-8.678850066067696	84.368788773554	-18.50968561301269	-544.1595614591843	20.0	0.0	1100	212100	-175.91216944853682	-8.596846766786767
226.06355094909668	21	-151.893842756973	-7.614807233041596	71.60236755147618	-15.625572589945675	-375.0381023917123	20.0	0.0	1100	222200	-201.02723125943567	-9.75321112114287
235.5098738670349	22	-154.04117652174762	-7.890690127195907	77.53101460592251	-22.722694353294436	-460.5658002305852	20.0	0.0	1100	232300	-170.27940692745457	-8.468133484661173
246.43130493164062	23	-160.9301634242125	-8.154989966719986	79.73862721495632	-11.799290487794869	-450.00258180691276	19.99009900990099	0.19876098910776957	1100	242400	-186.72684899005873	-9.496360259535335
257.9289948940277	24	-147.61364116801172	-7.318626998449678	77.89786807224185	-16.409917922377318	-456.98718307926083	20.0	0.0	1100	252500	-188.0637118980212	-8.72664450131762
