Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
15.149945259094238	0	-170.5964506457382	-9.409107292157335	69.09612074958696	-36.04404697076602	-371.96117370006885	20.0	0.0	1008	10017	-164.66015034245956	-8.961005186666611
28.02601909637451	1	-168.72250177987692	-9.104544271479302	70.05783389158366	-27.04274255239742	-451.46554683939036	20.0	0.0	1008	20034	-162.13913597404485	-8.623503646996129
39.485825061798096	2	-160.89141849160373	-8.585385865815955	65.2817623822698	-24.025404387569054	-379.4506114086626	20.0	0.0	1008	30051	-158.39095057873203	-8.261886028803097
50.82856202125549	3	-164.63456284985165	-8.576311844276777	64.30241555081673	-26.493406691860706	-361.6687747203774	20.0	0.0	1008	40068	-161.8607755116894	-8.302761225133143
62.103697061538696	4	-165.89772590824086	-8.728294840557588	64.79178295538452	-27.03769103065566	-349.24813837611146	20.0	0.0	1008	50085	-148.4167144160852	-7.6905139940069285
73.41228222846985	5	-164.59916175022363	-8.333891028469074	62.47002267697589	-31.60099111577468	-357.0937788279138	20.0	0.0	1008	60102	-174.01259958257242	-9.128437873083016
84.79082798957825	6	-154.78561774022864	-8.043852038717962	65.93669584825138	-24.38843626465285	-390.983235873087	20.0	0.0	1008	70119	-154.313368675957	-8.17148092086324
96.1698100566864	7	-160.0771623272233	-8.183287434881903	64.52015235128312	-32.98518198286349	-343.2344868469861	20.0	0.0	1008	80136	-159.49218717071201	-7.939777258447262
107.49640917778015	8	-153.81951803247875	-8.074027240597754	63.083684438110105	-21.393965446863056	-342.5833260717507	20.0	0.0	1008	90153	-165.80006542831313	-8.140954125978043
118.94694089889526	9	-162.54621255894568	-8.304147557454268	65.55013037169026	-21.97444943838746	-393.8893879809399	20.0	0.0	1008	100170	-151.5084369372176	-8.210852567894147
135.16271805763245	10	-162.30653366936247	-8.259106698397545	62.014769111568825	-30.348132037330593	-374.1505600555067	20.0	0.0	1008	110187	-160.15048040092532	-7.81481976906839
154.4119381904602	11	-153.8756981399577	-7.622564871979684	59.75223691879149	-32.54446974409955	-308.1113244666781	20.0	0.0	1008	120204	-147.48027648044624	-7.83025620730233
174.497141122818	12	-154.74288519270928	-7.908509357307012	61.012642183057	-27.756726024439608	-407.8908843795084	20.0	0.0	1008	130221	-156.66382313707925	-8.04027055149133
194.78241109848022	13	-155.1236056812056	-7.802479343983502	62.64430933833502	-22.835352882753124	-368.0357530074123	20.0	0.0	1008	140238	-150.28498939871022	-7.699679847554893
213.06853723526	14	-151.032073373401	-7.515417267347102	61.57188290314999	-20.377736814921654	-320.05909966027457	20.0	0.0	1008	150255	-153.4530619677445	-7.42017958497824
227.30928111076355	15	-153.73261599428463	-7.679612522120808	59.948990249608585	-31.19948358388055	-350.312155160738	20.0	0.0	1008	160272	-151.12255437356825	-6.601184395820141
245.36307907104492	16	-158.58866390526907	-7.867757539201345	61.79608368517293	-26.720363921348948	-344.2415943299504	20.0	0.0	1008	170289	-153.02079576942995	-7.342525629554088
260.606810092926	17	-148.76180775855633	-7.354369521578739	60.424609205066396	-30.029682629526373	-386.4837909164478	20.0	0.0	1008	180306	-159.35509043705082	-8.03477128692775
273.66851115226746	18	-152.75482375465097	-7.572698181704939	58.33886980192572	-30.840650436233457	-350.0137572063864	20.0	0.0	1008	190323	-155.5767656248058	-7.4269575442663225
285.87409687042236	19	-150.8185962326002	-7.500147132749163	59.56094159332961	-24.860704966106326	-320.45828730835603	20.0	0.0	1008	200340	-154.13583541032233	-7.43325253414105
297.6782560348511	20	-153.28941695969718	-7.444966735867871	62.079335354823094	-23.160250156577547	-337.06790671160906	20.0	0.0	1008	210357	-149.31458928691305	-7.306566944409657
310.76569390296936	21	-148.83380747086207	-7.103956917433084	63.195563644437115	-17.836761161434897	-396.45793841302384	20.0	0.0	1008	220374	-147.10866435622196	-6.442928328234239
325.13248324394226	22	-151.61641045258781	-7.42959775807024	59.24725412497255	-21.719655130424716	-338.9752902186885	20.0	0.0	1008	230391	-152.33510145344073	-7.469120905296124
342.1600830554962	23	-151.26129929431406	-7.290557993176757	62.09324939789871	-21.433444047656746	-343.63745260999434	20.0	0.0	1008	240408	-158.77887991770842	-7.226659943374918
357.2948091030121	24	-149.68024308075215	-7.337925947997197	60.080102914344074	-18.141080496320438	-328.0124273003199	20.0	0.0	1008	250425	-158.47999287986542	-7.404907924646273
374.1340329647064	25	-149.85934315051372	-7.039672425141632	57.23596430591301	-18.481023644196767	-346.06514584963054	20.0	0.0	1008	260442	-154.27262009027368	-7.500394764334087
388.36539697647095	26	-153.48614770631286	-7.354067403698364	61.165949285762096	-27.273647156144254	-349.21584651614376	20.0	0.0	1008	270459	-134.3031120005663	-6.19357423997782
402.45854806900024	27	-149.53759364490847	-7.052150789586916	60.84438623664779	-17.242694730035105	-316.1519933167385	20.0	0.0	1008	280476	-150.16245156900416	-6.788902691397361
415.9812240600586	28	-152.04872663465474	-7.214649750056745	61.012907920492765	-13.707450390257408	-329.87062804385994	20.0	0.0	1008	290493	-152.3262826108862	-7.24671246992754
430.12261509895325	29	-147.89737851935723	-7.06190297957464	59.95125162836912	-28.164582596400827	-339.2186329633769	20.0	0.0	1008	300510	-154.34024236312408	-7.526905704829904
446.93931007385254	30	-148.765456856658	-6.890997635511512	61.43604059111884	-23.48833470668257	-386.42296521421235	20.0	0.0	1008	310527	-147.26962925806018	-6.991770123422242
